item_id,item_type,group_id,status,note,context
tab:basestats.cap02,sentence,,located,1.00,"Each is computed per physical channel on the snapshot waveform x (mean µ, std σ), then channel-aggregated (mean, max) and window-summarised (mean, std, max, slope)."
tab:d17label.cap01,sentence,,located,,"IMS aggregate-decimate lead-time difference under the original (2004-04-08) and corrected (2004-04-18) third- test failure labels, all ten detectors."
tab:d17label.cap01.n01,number,2004-04-08,located,,"IMS aggregate-decimate lead-time difference under the original (2004-04-08) and corrected (2004-04-18) third- test failure labels, all ten detectors."
tab:d17label.cap01.n02,number,2004-04-18,located,,"IMS aggregate-decimate lead-time difference under the original (2004-04-08) and corrected (2004-04-18) third- test failure labels, all ten detectors."
tab:d17label.cap02,sentence,,located,,"Run differences are (1st_test, 2nd_test, 3rd_test) in hours, collapsing the five within-run sampling factors to one mean difference per run (Section 4.9). n+/n-/0 counts positive, negative and exactly"
tab:d17label.cap02.n01,number,1,located,,"Run differences are (1st_test, 2nd_test, 3rd_test) in hours, collapsing the five within-run sampling factors to one mean difference per run (Section 4.9). n+/n-/0 counts positive, negative and exactly"
tab:d17label.cap02.n02,number,2,located,,"Run differences are (1st_test, 2nd_test, 3rd_test) in hours, collapsing the five within-run sampling factors to one mean difference per run (Section 4.9). n+/n-/0 counts positive, negative and exactly"
tab:d17label.cap02.n03,number,3,located,,"Run differences are (1st_test, 2nd_test, 3rd_test) in hours, collapsing the five within-run sampling factors to one mean difference per run (Section 4.9). n+/n-/0 counts positive, negative and exactly"
tab:d17label.cap02.n04,number,0,located,,"Run differences are (1st_test, 2nd_test, 3rd_test) in hours, collapsing the five within-run sampling factors to one mean difference per run (Section 4.9). n+/n-/0 counts positive, negative and exactly"
tab:d17label.cap03,sentence,,located,,“Floor” is the smallest two-sided exact sign-test p attainable at that neff.
tab:d17label.cap04,sentence,,located,,Both arms are computed on the 49-dimensional invariant feature schema so that the contrast isolates the label alone.
tab:d17label.cap04.n01,number,49,located,,Both arms are computed on the 49-dimensional invariant feature schema so that the contrast isolates the label alone.
tab:d17label.cap05,sentence,,located,,"No median changes sign between labels, and no detector reaches α = 0.05 under either label."
tab:d17label.cap05.n01,number,0.05,located,,"No median changes sign between labels, and no detector reaches α = 0.05 under either label."
tab:noise.cap01,sentence,,located-manual,caption merged: tab:mechanism caption (a),"IMS noise injection, run-level (factor 5): the four magnitude SPC charts collapsed to one mean aggregate - decimate lead-time difference per run (n = 3)."
tab:noise.cap01.n01,number,5,located,,"IMS noise injection, run-level (factor 5): the four magnitude SPC charts collapsed to one mean aggregate - decimate lead-time difference per run (n = 3)."
tab:noise.cap01.n02,number,3,located,,"IMS noise injection, run-level (factor 5): the four magnitude SPC charts collapsed to one mean aggregate - decimate lead-time difference per run (n = 3)."
tab:noise.cap02,sentence,,located-manual,"caption merged: tab:mechanism panel (a) header 'Per-run [t1, t2, t3]'","Per-run values in order (test 1, test 2, test 3)."
tab:noise.cap02.n01,number,1,located,,"Per-run values in order (test 1, test 2, test 3)."
tab:noise.cap02.n02,number,2,located,,"Per-run values in order (test 1, test 2, test 3)."
tab:noise.cap02.n03,number,3,located,,"Per-run values in order (test 1, test 2, test 3)."
tab:noise.cap03,sentence,,located,,The mean advantage grows monotonically as SNR falls—the signature of a lowpass mechanism—but at n = 3 this is a directional trend that cannot be significance-tested.
tab:noise.cap03.n01,number,3,located,,The mean advantage grows monotonically as SNR falls—the signature of a lowpass mechanism—but at n = 3 this is a directional trend that cannot be significance-tested.
tab:denoise.cap01,sentence,,located-manual,caption merged: tab:mechanism caption (b),"IMS denoiser comparison (factor 5, four magnitude op charts collapsed to one mean per run, n = 3): mean lead time when a smoother is applied to the decimated stream, against 3σ raw aggregation and raw"
tab:denoise.cap01.n01,number,5,located,,"IMS denoiser comparison (factor 5, four magnitude op charts collapsed to one mean per run, n = 3): mean lead time when a smoother is applied to the decimated stream, against 3σ raw aggregation and raw"
tab:denoise.cap01.n02,number,3,located,,"IMS denoiser comparison (factor 5, four magnitude op charts collapsed to one mean per run, n = 3): mean lead time when a smoother is applied to the decimated stream, against 3σ raw aggregation and raw"
tab:denoise.cap02,sentence,,located,,"A moving average or ro Kalman filter recovers the aggregate lead time, showing the RM benefit is generic smoothing. pa a"
tab:ongc.cap01,sentence,,located,,"ONGC real-turbine SCADA (single-asset case study, n = 1; no statistical inference): descriptive aggregate - decimate lead-time difference, median over the five sampling factors."
tab:ongc.cap01.n01,number,1,located,,"ONGC real-turbine SCADA (single-asset case study, n = 1; no statistical inference): descriptive aggregate - decimate lead-time difference, median over the five sampling factors."
tab:ongc.cap02,sentence,,located,,All differences are about a minute or less.
C001@S00.001,claim,C001,located,,"A Latch-On-Resistant, False-Alarm-Gated Lead-Time Metric for Bearing Anomaly Detection — and What It Reveals About SCADA-Rate Logging Ansh Goyal1 1 Jaypee Institute of Information Technology, Noida, I"
C001@S01.004,claim,C001,located,,"Despite this, most published detectors are evaluated with classification metrics—accuracy, precision/recall, and receiver operating characteristic area under the curve (ROC- AUC)."
C001@S01.005,claim,C001,located,,"These answer “was the failure detected?” but not the question a maintenance planner actually asks: “how many hours of warning did we get, and how often did the system cry wolf?"
C001@S01.016,claim,C001,located,,"Detectors are ranked by classification accuracy, which ignores how early a warning arrives and at what false-alarm cost; and it is unknown whether the coarse, bin-averaged logging of a SCADA historian"
C002@S00.002,claim,C002,located,,"We argue that lead time, the warning interval before failure, is the operationally decisive quantity, and we make it the primary evaluation object through a latch-on-resistant, false-alarm-gated metri"
C002@S01.017,claim,C002,located,,We make lead time gated by a leakage-free falsealarm rate the primary metric—warning time counts only when the pre-onset false-alarm rate is within budget—so that the degenerate latch-on detector is p
C002@S38.001,claim,C002,located,,"We presented a lead-time-centric evaluation protocol for bearing anomaly detection, one that defeats the latch-on exploit through an onset-gated, false-alarm-budgeted metric, and used it to test wheth"
C003@S00.001,claim,C003,located,,"A Latch-On-Resistant, False-Alarm-Gated Lead-Time Metric for Bearing Anomaly Detection — and What It Reveals About SCADA-Rate Logging Ansh Goyal1 1 Jaypee Institute of Information Technology, Noida, I"
C003@S00.002,claim,C003,located,,"We argue that lead time, the warning interval before failure, is the operationally decisive quantity, and we make it the primary evaluation object through a latch-on-resistant, false-alarm-gated metri"
C003@S00.003,claim,C003,located,,"Warning time is credited only when the pre-onset false-alarm rate lies within a stated budget τ , so a degenerate constant-on detector is provably scored invalid."
C003@S01.017,claim,C003,located,,We make lead time gated by a leakage-free falsealarm rate the primary metric—warning time counts only when the pre-onset false-alarm rate is within budget—so that the degenerate latch-on detector is p
C003@S01.023,claim,C003,located,,"A latch-on-resistant, false-alarm-gated, onset-relative lead-time metric."
C003@S01.024,claim,C003,located,,"Warning time is credited only when the false-alarm rate over a data-anchored, leakage-free pre-onset region is within a stated budget."
C003@S03.007,claim,C003,located,,"We depart from prior practice in one key respect: we make the false-alarm budget an integral part of the metric’s validity condition rather than a separately reported number, which is precisely what c"
C003@S03.013,claim,C003,located,,"That benchmark folds both into a single weighted score, so a detector may trade false alarms against earliness and still rank well; our budget is a validity condition, and an alarm outside it earns no"
C003@S03.016,claim,C003,located,,"Our metric shares the diagnosis and differs in what it reports: rather than a score on a bounded scale, the gated lead time is a physical quantity— hours of warning—that a maintenance planner can act "
C003@S28.008,claim,C003,located,,"Deep SVDD occupies the opposite corner: it stays comfortably within budget (≤ 0.6% FAR) but only by firing late, buying that low false-alarm rate with a short ≤ 14.8 h lead."
C003@S36.006,claim,C003,located,,"Deep SVDD consistently stays within budget at ≤ 0.6% pre-onset FAR across the swept threshold levels on IMS (Table 13), achieving 14.8 h of advance warning with near-zero false alarms."
C003@tab:farbudget.cap01,claim,C003,located,,FAR-budget sensitivity on IMS: best valid lead time Ta (h) per detector at each false-alarm budget τ (0.0 = no oper- ac ating point within budget).
C003@tab:tradeoff.cap04,claim,C003,located,,"LSTM-AE’s 99.5th-percentile entry is daggered on the across-run mean (62.0%) although it is within budget on 3rd_test alone, the case the caption of Table 12 describes."
C004@S00.001,claim,C004,located,,"A Latch-On-Resistant, False-Alarm-Gated Lead-Time Metric for Bearing Anomaly Detection — and What It Reveals About SCADA-Rate Logging Ansh Goyal1 1 Jaypee Institute of Information Technology, Noida, I"
C004@S00.002,claim,C004,located,,"We argue that lead time, the warning interval before failure, is the operationally decisive quantity, and we make it the primary evaluation object through a latch-on-resistant, false-alarm-gated metri"
C004@S00.003,claim,C004,located,,"Warning time is credited only when the pre-onset false-alarm rate lies within a stated budget τ , so a degenerate constant-on detector is provably scored invalid."
C004@S01.008,claim,C004,located,,"In particular, any lead-time metric that does not pair warning time with a false-alarm constraint can be trivially maximized by a detector that simply alarms from the first sample—a “latch-on” exploit"
C004@S01.017,claim,C004,located,,We make lead time gated by a leakage-free falsealarm rate the primary metric—warning time counts only when the pre-onset false-alarm rate is within budget—so that the degenerate latch-on detector is p
C004@S01.023,claim,C004,located,,"A latch-on-resistant, false-alarm-gated, onset-relative lead-time metric."
C004@S01.025,claim,C004,located,,"We prove— by construction and by a unit test that is part of the released code—that a constant-on (latch-on) detector is scored invalid, while a detector that fires just after the true degradation ons"
C004@S03.007,claim,C004,located,,"We depart from prior practice in one key respect: we make the false-alarm budget an integral part of the metric’s validity condition rather than a separately reported number, which is precisely what c"
C004@S13.006,claim,C004,located,,Why the metric defeats the latch-on exploit.
C004@S13.008,claim,C004,located,,"(5), defeats the latch-on exploit."
C004@S13.009,claim,C004,located,,"A detector that fires from the first sample earns a large L (the full run length) but floods the entire preonset region, giving FARpre ≈ 1 > τ and hence invalid."
C004@S13.011,claim,C004,located,,"A unit test in the released code asserts exactly these two cases: a constant-on detector scores invalid, and an oracle that fires at to+ scores valid at zero preonset FAR."
C004@S13.013,claim,C004,located,,We stress that this defeats the specific latch-on exploit; it is not a claim of unconditional ungameability (see Section 8).
C004@S30.005,claim,C004,located,,PH is maximized by the latch-on detector.
C004@S30.006,claim,C004,located,,A detector that alarms from the first sample earns the entire record as prognostic horizon.
C004@S30.007,claim,C004,located,,"On the three IMS runs this constant-on detector earns the full run length as prognostic horizon (164- 1073 h) while flooding the pre-onset region (FARpre ≈ 1), so the gated metric scores it invalid on"
C004@S30.008,claim,C004,located,,Under PH the latch-on detector is the clear winner; under L it is scored worthless.
C004@S30.010,claim,C004,located,,The latch-on case is a worst-case existence proof; the more damaging point is that PH and L disagree on deployable detectors evaluated at their own best operating points.
C004@S30.017,claim,C004,located,,"Any warning-time metric that does not gate on FARpre can be driven to its maximum by loosening the alarm threshold—in the limit, the constant-on detector."
C004@S33.003,claim,C004,located,,"Second, an onset-gated metric that defeats the latch-on exploit prevents a constant-on detector from manufacturing lead time."
C004@S37.012,claim,C004,located,,"We claim the metric defeats the specific latch-on (constant-on) exploit, not that it is unconditionally ungameable, and we name two surfaces we do not close."
C004@S38.001,claim,C004,located,,"We presented a lead-time-centric evaluation protocol for bearing anomaly detection, one that defeats the latch-on exploit through an onset-gated, false-alarm-budgeted metric, and used it to test wheth"
C004@S40.001,claim,C004,located,,"All code—detectors, the leakage-free onset, the gated metric, the sampling sweep, the conformal wrapper, the run-level statistical harness, and the noise/denoiser mechanism test—is released with a pin"
C005@S01.025,claim,C005,located,,"We prove— by construction and by a unit test that is part of the released code—that a constant-on (latch-on) detector is scored invalid, while a detector that fires just after the true degradation ons"
C005@S13.011,claim,C005,located,,"A unit test in the released code asserts exactly these two cases: a constant-on detector scores invalid, and an oracle that fires at to+ scores valid at zero preonset FAR."
C005@S19.003,claim,C005,located,,"The released environment is pinned to the exact package versions that produced the numbers reported here, and a test suite (168 tests) asserts the metric’s ungameability properties, the leakage-free o"
C005@S40.001,claim,C005,located,,"All code—detectors, the leakage-free onset, the gated metric, the sampling sweep, the conformal wrapper, the run-level statistical harness, and the noise/denoiser mechanism test—is released with a pin"
C005@S40.009,claim,C005,located,,"Released, so that the n = 1 case study can be repeated rather than merely inspected, are the derived files behind every ONGC number in this paper (all paths relative to results/tables/): the degradati"
C006@S01.026,claim,C006,located,,We do not claim the metric is unconditionally ungameable; we discuss residual gaming surfaces in Section 8. 2.
C006@S13.013,claim,C006,located,,We stress that this defeats the specific latch-on exploit; it is not a claim of unconditional ungameability (see Section 8).
C006@S19.003,claim,C006,located,,"The released environment is pinned to the exact package versions that produced the numbers reported here, and a test suite (168 tests) asserts the metric’s ungameability properties, the leakage-free o"
C006@S37.011,claim,C006,located,,Residual gaming surfaces of the metric.
C006@S37.012,claim,C006,located,,"We claim the metric defeats the specific latch-on (constant-on) exploit, not that it is unconditionally ungameable, and we name two surfaces we do not close."
C007@S00.004,claim,C007,located,,We then ask whether the bin-averaged logging of a SCADA historian destroys detection lead time relative to simple decimation.
C007@S01.011,claim,C007,located,,The folklore concern is that this storage step destroys fault-relevant information: that bin-averaging the summary statistics a historian retains washes out the very excursions that signal an incipien
C007@S01.019,claim,C007,located,,The folklore is refuted on every dataset tested: historian-style aggregation does not destroy lead time.
C007@S01.031,claim,C007,located,,"Across XJTU-SY (n = 10), FEMTO/PRONOSTIA (n = 6), University of Ferrara (n = 6), and NASA IMS (n = 3), with bootstrap confidence intervals and run-level significance tests treating the run, not the wi"
C007@S23.003,claim,C007,located,,"Crucially, aggregation does not destroy lead time either: the medians are flat and the per-run differences are within a few minutes."
C007@S33.006,claim,C007,located,,"With all four in place, the original claim that SCADA averaging destroys lead time is refuted on every dataset tested, and the previously-reported significant positive effect is corrected to a consist"
C007@S38.001,claim,C007,located,,"We presented a lead-time-centric evaluation protocol for bearing anomaly detection, one that defeats the latch-on exploit through an onset-gated, false-alarm-budgeted metric, and used it to test wheth"
C007@S38.002,claim,C007,located,,"Across four inferential run-to-failure datasets (XJTU-SY n = 10, FEMTO/PRONOSTIA n = 6, University of Ferrara n = 6, and NASA IMS n = 3) together with a real single-asset turbine SCADA case study (App"
C008@S01.013,claim,C008,located,,"The answer matters: if averaging is harmless, operators can store compact, cheap, bin-averaged streams without sacrificing warning time; if it is harmful, the implication is that prognostics-grade mon"
C008@S36.002,claim,C008,located,,"Storing bin-averaged vibration at SCADA rates, the default behavior of most historians, does not inherently sacrifice bearing-fault warning time relative to keeping decimated raw samples, and may even"
C009@S01.019,claim,C009,located,,The folklore is refuted on every dataset tested: historian-style aggregation does not destroy lead time.
C009@S01.038,claim,C009,located,,We deliberately report a result that is not the one we set out to find.
C009@S01.039,claim,C009,located,,Our working hypothesis was that bin-averaging the stored summary series would wash out incipient-fault excursions and shorten lead time.
C009@S01.041,claim,C009,located,,"We regard reporting the refutation, with its dataset-dependent direction made explicit, as more valuable than a tidy but unsupported positive claim."
C009@S33.006,claim,C009,located,,"With all four in place, the original claim that SCADA averaging destroys lead time is refuted on every dataset tested, and the previously-reported significant positive effect is corrected to a consist"
C009@S38.006,claim,C009,located,,"The contribution is a reproducible methodology and a counter-intuitive empirical result: nondestruction, not a guaranteed positive effect."
C010@S01.035,claim,C010,located,,"The empirical results are for rollingelement bearings under approximately steady operating conditions; we make no claim of transfer to gearboxes, blades, or variable-speed machinery."
C010@S01.037,claim,C010,located,,The metric itself is failure-mode-agnostic: it applies wherever a run-to-failure trajectory and a stationary normal region exist.
C010@S37.005,claim,C010,located,,"The datasets, while deliberately diverse, are all rolling-element bearings; we do not claim the result transfers to gearboxes, blades, or other failure modes without further testing."
C010@S37.036,claim,C010,located,,"Two extensions would sharpen these conclusions most directly: run-to-failure campaigns on long-life bearings of the kind typical in industrial service, where the multi-week runway could express an agg"
C011@S00.005,claim,C011,located,,"Eleven detectors (four statistical process control (SPC) charts, Isolation Forest, three deep reconstruction autoencoders, a root-mean-square (RMS) trend baseline, and two one-class models) are assess"
C011@S23.002,claim,C011,located,,"Table 5 (XJTU-SY rows) shows that the IMS “aggregation helps” trend does not replicate: at the run level (collapsing factors, n = 10) the median difference is 0 h for ten of the eleven detectors (-0.1"
C011@S24.007,claim,C011,located,,"Across all eleven evaluated detectors (every one runs on the full n = 6), 211/660 evaluations yield a valid alarm; as on XJTU, the short-lived bearings (∼1.4-7.8 h) keep absolute lead times small."
C011@S26.004,claim,C011,located,,Table 7 gives the run-level test over all eleven evaluated detectors.
C011@S34.007,claim,C011,located,,"The one real historian record in our study, an ONGC gas-turbine low-pressurecompressor bearing logged at a 10 s SCADA rate and ending in a genuine operator shutdown, has nine of its eleven detectors a"
C011@S40.009,claim,C011,located,,"Released, so that the n = 1 case study can be repeated rather than merely inspected, are the derived files behind every ONGC number in this paper (all paths relative to results/tables/): the degradati"
C011@tab:imslead.cap01,claim,C011,located,,Table 2. † Detectors with no valid operating point under Ta the τ = 10% pre-onset-FAR budget (Table 13): their long im raw leads are achieved only by flooding the pre-onset re- Le gion with false alar
C011@tab:crossds.cap01,claim,C011,located,,"Run-level sign test of aggregate vs decimate or lead time on the three multi-bearing datasets, collapsing the within-bearing sampling factors, for all eleven evaluated de- cl tectors."
C011@tab:equiv.cap01,claim,C011,located,,"Equivalence of the run-level aggregate-decimate lead-time difference against a pre-specified margin δ = 1 h, on the three multi-bearing inferential campaigns for all eleven evaluated detectors."
C011@tab:gatedcontrast.cap01,claim,C011,located,,"Aggregate-decimate contrast under the raw and the gated metric, on the post-N-20 reruns over all eleven detectors."
C012@S01.018,claim,C012,located,,"Under this metric we run a controlled sampling sweep that holds window content and alarm persistence constant, applied to nine detectors (four SPC charts, Isolation Forest, three deep reconstruction a"
C012@S14.001,claim,C012,located,,"The headline set comprises nine detectors, evaluated under one fixed hyperparameter protocol: • RMS-trend (naive baseline): alarm when the mean-RMS exceeds kσ above its training baseline."
C012@S14.005,claim,C012,located,,Additionally evaluated (not in the headline nine).
C012@S14.007,claim,C012,located,,"Deep SVDD produced no valid alarm on any FEMTO bearing at any training fraction below T = 0.60, and a valid alarm on exactly one of the six bearings at T = 0.60 (Section 6.12); it is omitted from the "
C012@tab:imslead.cap01,claim,C012,located,,Table 2. † Detectors with no valid operating point under Ta the τ = 10% pre-onset-FAR budget (Table 13): their long im raw leads are achieved only by flooding the pre-onset re- Le gion with false alar
C013@S00.005,claim,C013,located,,"Eleven detectors (four statistical process control (SPC) charts, Isolation Forest, three deep reconstruction autoencoders, a root-mean-square (RMS) trend baseline, and two one-class models) are assess"
C013@S01.018,claim,C013,located,,"Under this metric we run a controlled sampling sweep that holds window content and alarm persistence constant, applied to nine detectors (four SPC charts, Isolation Forest, three deep reconstruction a"
C013@S01.031,claim,C013,located,,"Across XJTU-SY (n = 10), FEMTO/PRONOSTIA (n = 6), University of Ferrara (n = 6), and NASA IMS (n = 3), with bootstrap confidence intervals and run-level significance tests treating the run, not the wi"
C013@S08.001,claim,C013,located,,"We use four inferential run-to-failure datasets spanning controlled-lab and cross-condition regimes, together with a single-asset real-historian case study (Table 1)."
C013@S37.036,claim,C013,located,,"Two extensions would sharpen these conclusions most directly: run-to-failure campaigns on long-life bearings of the kind typical in industrial service, where the multi-week runway could express an agg"
C013@S38.002,claim,C013,located,,"Across four inferential run-to-failure datasets (XJTU-SY n = 10, FEMTO/PRONOSTIA n = 6, University of Ferrara n = 6, and NASA IMS n = 3) together with a real single-asset turbine SCADA case study (App"
C013@S40.006,claim,C013,located,,"The IMS (NASA), XJTU-SY, and FEMTO/PRONOSTIA run-to-failure datasets are publicly available from their original providers; the repository ships the loaders and the derived per-bearing feature caches f"
C013@tab:datasets.cap03,claim,C013,located,,The four inferential datasets supply the run-level statistics; ONGC is a single-asset case study (Appendix D.2) and Paderborn is excluded.
C013@fig:crossdataset.cap04,claim,C013,located,,ONGC bars are hatched to mark the n = 1 descriptive case study as separate from the four inferential datasets.
C014@S00.007,claim,C014,located,,"We state the crossdataset conclusion as a bounded equivalence rather than an accepted null: against a pre-specified ±1 h operational margin—the resolution at which the result is actionable, since a ma"
C014@S01.018,claim,C014,located,,"Under this metric we run a controlled sampling sweep that holds window content and alarm persistence constant, applied to nine detectors (four SPC charts, Isolation Forest, three deep reconstruction a"
C014@S01.020,claim,C014,located,,"On the large multi-bearing sets (XJTU-SY, FEMTO, Ferrara) the difference is negligible; on IMS the median shift is positive for most magnitude detectors but not consistent in direction across the thre"
C014@S08.001,claim,C014,located,,"We use four inferential run-to-failure datasets spanning controlled-lab and cross-condition regimes, together with a single-asset real-historian case study (Table 1)."
C014@S08.002,claim,C014,located,,"They were chosen so that the central sampling claim is tested under genuinely different conditions: a high-rate rawwaveform rig where aggregation can be simulated faithfully (IMS), two multi-bearing c"
C014@S15.012,claim,C014,located,,"On the real ONGC historian stream the single-asset calibration tracks the diagonal much more closely (empirical FAR 0.016, 0.030, 0.096 at α = 0.01, 0.02, 0.05), sitting a modest 1.5-2× above the targ"
C014@S18.006,claim,C014,located,,"We therefore collapse each run to a single difference, the mean of (aggregate - decimate) over factors, giving one observation per run: n = 3 on IMS, n = 10 on XJTU-SY, and n = 1 on ONGC (a single ass"
C014@S18.013,claim,C014,located,,"Across the detec- tor × dataset family of aggregate-vs-decimate tests (ONGC excluded, n = 1) we control the family-wise error rate with the Holm-Bonferroni step-down procedure at α = 0.05, stat- ing t"
C014@S27.001,claim,C014,located,,"The aggregate-vs-decimate question is asked once per detector on each inferential dataset, so the family of hypotheses is the 11 × 4 = 44 detector × dataset tests over IMS, XJTUSY, FEMTO, and Ferrara "
C014@S31.019,claim,C014,located,,"The closest publicly available single-bearing example is the KAIST bearing with a ∼43-hour lifecycle (n = 1, insufficient for inference as noted in Section 8)."
C014@S34.006,claim,C014,located,,The single-asset turbine case study.
C014@S34.008,claim,C014,located,,Because it is a single asset (n = 1) we draw no inference from it and exclude it from the inferential family; we report it in full as a case study in Appendix D.2.
C014@S37.004,claim,C014,located,,"ONGC is a single asset (n = 1), reported as a descriptive case study with no inference (Table 23)."
C014@S37.031,claim,C014,located,,"Long-runway bearing datasets with multiple runs are rare in the public domain; the closest available single- bearing example is a KAIST bearing with a ∼43-hour lifecy- cle (n = 1, insufficient for inf"
C014@S38.002,claim,C014,located,,"Across four inferential run-to-failure datasets (XJTU-SY n = 10, FEMTO/PRONOSTIA n = 6, University of Ferrara n = 6, and NASA IMS n = 3) together with a real single-asset turbine SCADA case study (App"
C014@S39.001,claim,C014,located,,The author thanks the operators and data engineers at ONGC who collected and maintained the gas-turbine SCADA record used in the single-asset case study.
C014@S40.009,claim,C014,located,,"Released, so that the n = 1 case study can be repeated rather than merely inspected, are the derived files behind every ONGC number in this paper (all paths relative to results/tables/): the degradati"
C014@S47.006,claim,C014,located,,"Because ONGC is a single asset (n = 1), we treat it as a descriptive case study and draw no statistical inference from it."
C014@tab:datasets.cap03,claim,C014,located,,The four inferential datasets supply the run-level statistics; ONGC is a single-asset case study (Appendix D.2) and Paderborn is excluded.
C014@tab:equiv.cap05,claim,C014,located,,"IMS is equivalent in no cell at n = 3, its intervals being too wide to decide, and ONGC is untestable at n = 1; neither enters this family."
C014@fig:crossdataset.cap01,claim,C014,located,,"Median run-level lead-time difference (aggregate - decimate) per dataset and detector, annotated with the unit of inference (n = 3 IMS, n = 10 XJTU, n = 6 FEMTO, n = 6 Ferrara), plus the n = 1 ONGC ca"
C014@fig:crossdataset.cap04,claim,C014,located,,ONGC bars are hatched to mark the n = 1 descriptive case study as separate from the four inferential datasets.
C014@tab:holm.cap01,claim,C014,located,,"Holm-Bonferroni correction across the N = 44 Ta detector × dataset family (IMS n = 3, XJTU-SY n = 10, th FEMTO n = 6, University of Ferrara n = 6; ONGC, n = 1, te is excluded)."
C014@fig:conformal.cap05,claim,C014,located,,"(d) ONGC turbine (n = 1 case study, Appendix D.2): the real historian stream tracks the diagonal closely, a modest 1.5-2× above target, consistent with a mostly-stationary normal region."
C014@tab:ongc.cap01,claim,C014,located,,"ONGC real-turbine SCADA (single-asset case study, n = 1; no statistical inference): descriptive aggregate - decimate lead-time difference, median over the five sampling factors."
C015@S08.019,claim,C015,located,,"XJTU-SY (n = 10) is our primary inferential dataset; IMS (n = 3) is retained for its raw-waveform access, which permits the faithful aggregate/decimate simulation and the mechanism analysis (Appendix "
C015@S20.001,claim,C015,located,,We present IMS first for its raw-waveform access and the mechanism analysis it permits; XJTU-SY (n = 10) is the primary inferential test.
C016@S08.011,claim,C016,located,,"We deliberately exclude the Paderborn dataset (Lessmeier, Kimotho, Zimmer, & Sextro, 2016) from the lead-time study: it comprises pre-damaged bearings measured at fixed operating conditions for fault "
C016@tab:datasets.cap03,claim,C016,located,,The four inferential datasets supply the run-level statistics; ONGC is a single-asset case study (Appendix D.2) and Paderborn is excluded.
C017@S04.005,claim,C017,located,,"The FEMTO/PRONOSTIA and XJTU-SY campaigns are best known through the IEEE PHM 2012 challenge and subsequent remaining-useful-life (RUL) studies (Wang, Lei, Li, & Li, 2020; Nectoux et al., 2012), whose"
C017@S08.008,claim,C017,located,,"The FEMTO/PRONOSTIA platform (Nectoux et al., 2012) contributes an independent run-tofailure campaign: six Learning_set bearings under three operating conditions, with horizontal and vertical accelero"
C017@S08.009,claim,C017,located,,"We use only the six Learning_set bearings because they are run until the platform’s 20 g vibration stop—a failure, and hence a lead time, is actually observed—whereas the Test_set/Validation_set copie"
C017@S24.001,claim,C017,located,,"The six FEMTO Learning_set bearings provide a second, fully independent multi-bearing test, and—unlike XJTU, where most bearings are too short to form a length-30 sequence—all six are long enough that"
C018@S08.014,claim,C018,located,,"The University of Ferrara dataset (Arpa, Gabrielli, & Battarra, 2024) contributes a fully independent run-to-failure campaign: six self-aligning double-row ball bearings under constant speed and radia"
C018@S08.017,claim,C018,located,,The single accelerometer channel is duplicated into the two channel slots so the channel-invariant feature schema applies unchanged.
C018@S08.018,claim,C018,located,,"The dataset is included to further test the non-destruction hypothesis with an independent 2024 rig; like FEMTO and XJTU-SY, its short bearing lifetimes mean this campaign cannot confirm or deny the I"
C018@S25.001,claim,C018,located,,"The University of Ferrara campaign (Arpa et al., 2024) adds a fifth, fully independent run-to-failure dataset and a second constant-condition multi-bearing rig beyond FEMTO."
C018@S25.003,claim,C018,located,,"Like the other short-lived campaigns, Ferrara’s 0.7-6.8 h lifetimes mean it cannot confirm or deny the IMS positive trend; what it does add is a second independent replication on a modern (2024) rig."
C019@S00.009,claim,C019,located,,"The campaigns that supply this statistical power are short-lived bearings, on which an effect of the magnitude IMS shows could not have appeared, so the cross-dataset null bounds the effect at the sca"
C019@S00.010,claim,C019,located,,"On the short-lived bearings tested, deep reconstruction models do not overtake the control charts at any training fraction in [0.20, 0.60]; whether a crossover exists on long-runway assets is left ope"
C019@S01.033,claim,C019,located,,"Validation: wiring and empirical validation of a conformal detector for distribution-free false-alarm control, a lead-time-vs-false-alarm trade-off analysis, feature-group and spectral ablations that "
C019@S08.007,claim,C019,located,,"With n = 10 it provides the strongest generalization test in this study; its published lifetimes range widely (52-533 min), which deliberately stresses the metric with both long-degrading and abrupt-f"
C019@S08.010,claim,C019,located,,Lifetimes span ∼1.4-7.8 h.
C019@S08.015,claim,C019,located,,"Lifetimes span 0.7-6.8 h, similar to FEMTO."
C019@S15.010,claim,C019,located,,"On FEMTO, no bearing honors the bound at α = 0.05 (empirical pre-onset FAR 0.08-0.56; pooled 0.27), because the short 1.4-7.8 h lifetimes leave a pre-onset region that is neither long nor stationary—t"
C019@S22.009,claim,C019,located,,"Two exceptions: XJTU Bearing1_2 fires at only one of the three k values, and FEMTO Bearing1_1 has the widest spread (8.9 points)—both short-lived bearings the per-bearing analysis already flags as har"
C019@S23.004,claim,C019,located,,"Lead times are short in absolute terms (0-3.5 h) because XJTU bearings are short-lived (52-533 min); over the five window-magnitude detectors (the three SPC charts 3σ/EWMA/Hotelling, Isolation Forest,"
C019@S24.007,claim,C019,located,,"Across all eleven evaluated detectors (every one runs on the full n = 6), 211/660 evaluations yield a valid alarm; as on XJTU, the short-lived bearings (∼1.4-7.8 h) keep absolute lead times small."
