item_id,item_type,group_id,value,section,location_kind,location,context,claim_ids,protected
S46.004,sentence,,,D.1 Generic Smoothing vs.\ Historian Averaging,body,D.1 Generic Smoothing vs.\ Historian Averaging,"We add zero-mean Gaussian noise to the per-window health statistic at signal-to-noise ratios of 30, 20, and 10 dB and recompute the (aggregate - decimate) lead time.",,
S46.004.n01,number,30,30,D.1 Generic Smoothing vs.\ Historian Averaging,body,D.1 Generic Smoothing vs.\ Historian Averaging,"We add zero-mean Gaussian noise to the per-window health statistic at signal-to-noise ratios of 30, 20, and 10 dB and recompute the (aggregate - decimate) lead time.",,
S46.004.n02,number,20,20,D.1 Generic Smoothing vs.\ Historian Averaging,body,D.1 Generic Smoothing vs.\ Historian Averaging,"We add zero-mean Gaussian noise to the per-window health statistic at signal-to-noise ratios of 30, 20, and 10 dB and recompute the (aggregate - decimate) lead time.",,
S46.004.n03,number,10,10,D.1 Generic Smoothing vs.\ Historian Averaging,body,D.1 Generic Smoothing vs.\ Historian Averaging,"We add zero-mean Gaussian noise to the per-window health statistic at signal-to-noise ratios of 30, 20, and 10 dB and recompute the (aggregate - decimate) lead time.",,
S46.005,sentence,,,D.1 Generic Smoothing vs.\ Historian Averaging,body,D.1 Generic Smoothing vs.\ Historian Averaging,"To avoid the pseudoreplication we corrected in the main analysis, we collapse the four magnitude-monitoring SPC charts to one mean difference per run and treat the run as the unit of inference (n = 3 per level).",C035,
S46.005.n01,number,3,3,D.1 Generic Smoothing vs.\ Historian Averaging,body,D.1 Generic Smoothing vs.\ Historian Averaging,"To avoid the pseudoreplication we corrected in the main analysis, we collapse the four magnitude-monitoring SPC charts to one mean difference per run and treat the run as the unit of inference (n = 3 per level).",,
S46.006,sentence,,,D.1 Generic Smoothing vs.\ Historian Averaging,body,D.1 Generic Smoothing vs.\ Historian Averaging,"The mean advantage rises monotonically as noise increases (Table 21): from -0.35 h at the native noise level to +6.6 h at 10 dB, and at the two highest noise levels all three runs share the positive sign.",C114,
S46.006.n01,number,-0.35,-0.35,D.1 Generic Smoothing vs.\ Historian Averaging,body,D.1 Generic Smoothing vs.\ Historian Averaging,"The mean advantage rises monotonically as noise increases (Table 21): from -0.35 h at the native noise level to +6.6 h at 10 dB, and at the two highest noise levels all three runs share the positive sign.",,
S46.006.n02,number,6.6,+6.6,D.1 Generic Smoothing vs.\ Historian Averaging,body,D.1 Generic Smoothing vs.\ Historian Averaging,"The mean advantage rises monotonically as noise increases (Table 21): from -0.35 h at the native noise level to +6.6 h at 10 dB, and at the two highest noise levels all three runs share the positive sign.",,
S46.006.n03,number,10,10,D.1 Generic Smoothing vs.\ Historian Averaging,body,D.1 Generic Smoothing vs.\ Historian Averaging,"The mean advantage rises monotonically as noise increases (Table 21): from -0.35 h at the native noise level to +6.6 h at 10 dB, and at the two highest noise levels all three runs share the positive sign.",,
S46.007,sentence,,,D.1 Generic Smoothing vs.\ Historian Averaging,body,D.1 Generic Smoothing vs.\ Historian Averaging,"The lone large negative in the table, the -7.94 h native-noise entry, is IMS test 1—the abrupt near-coincident-onset run whose degradation begins only ∼12 h before failure, the same run that violates the conformal guarantee (Table 11) and is unwarnable under every feature set.",C064;C079,
S46.007.n01,number,-7.94,-7.94,D.1 Generic Smoothing vs.\ Historian Averaging,body,D.1 Generic Smoothing vs.\ Historian Averaging,"The lone large negative in the table, the -7.94 h native-noise entry, is IMS test 1—the abrupt near-coincident-onset run whose degradation begins only ∼12 h before failure, the same run that violates the conformal guarantee (Table 11) and is unwarnable under every feature set.",,
S46.007.n02,number,1,1,D.1 Generic Smoothing vs.\ Historian Averaging,body,D.1 Generic Smoothing vs.\ Historian Averaging,"The lone large negative in the table, the -7.94 h native-noise entry, is IMS test 1—the abrupt near-coincident-onset run whose degradation begins only ∼12 h before failure, the same run that violates the conformal guarantee (Table 11) and is unwarnable under every feature set.",,
S46.007.n03,number,12,12,D.1 Generic Smoothing vs.\ Historian Averaging,body,D.1 Generic Smoothing vs.\ Historian Averaging,"The lone large negative in the table, the -7.94 h native-noise entry, is IMS test 1—the abrupt near-coincident-onset run whose degradation begins only ∼12 h before failure, the same run that violates the conformal guarantee (Table 11) and is unwarnable under every feature set.",,
S46.008,sentence,,,D.1 Generic Smoothing vs.\ Historian Averaging,body,D.1 Generic Smoothing vs.\ Historian Averaging,"This is the qualitative signature of a low-pass mechanism—the noisier the health signal, the more bin-averaging helps.",C075,
S46.009,sentence,,,D.1 Generic Smoothing vs.\ Historian Averaging,body,D.1 Generic Smoothing vs.\ Historian Averaging,"At n = 3 this is a directional trend, not a significant effect (the exact sign test floors at p = 0.25, and at 30 dB the per-run signs are mixed).",C036;C037,
S46.009.n01,number,3,3,D.1 Generic Smoothing vs.\ Historian Averaging,body,D.1 Generic Smoothing vs.\ Historian Averaging,"At n = 3 this is a directional trend, not a significant effect (the exact sign test floors at p = 0.25, and at 30 dB the per-run signs are mixed).",,
S46.009.n02,number,0.25,0.25,D.1 Generic Smoothing vs.\ Historian Averaging,body,D.1 Generic Smoothing vs.\ Historian Averaging,"At n = 3 this is a directional trend, not a significant effect (the exact sign test floors at p = 0.25, and at 30 dB the per-run signs are mixed).",,
S46.009.n03,number,30,30,D.1 Generic Smoothing vs.\ Historian Averaging,body,D.1 Generic Smoothing vs.\ Historian Averaging,"At n = 3 this is a directional trend, not a significant effect (the exact sign test floors at p = 0.25, and at 30 dB the per-run signs are mixed).",,
S46.010,sentence,,,D.1 Generic Smoothing vs.\ Historian Averaging,body,D.1 Generic Smoothing vs.\ Historian Averaging,"It corroborates the proposed mechanism; it does not, and at this sample size cannot, establish it statistically.",,
S46.011,sentence,,,D.1 Generic Smoothing vs.\ Historian Averaging,body,D.1 Generic Smoothing vs.\ Historian Averaging,Prediction 2: any smoother on the decimated stream should recover the advantage.,,
S46.011.n01,number,2,2,D.1 Generic Smoothing vs.\ Historian Averaging,body,D.1 Generic Smoothing vs.\ Historian Averaging,Prediction 2: any smoother on the decimated stream should recover the advantage.,,
S46.012,sentence,,,D.1 Generic Smoothing vs.\ Historian Averaging,body,D.1 Generic Smoothing vs.\ Historian Averaging,"If the benefit is generic smoothing rather than the historian’s averaging specifically, then applying an ordinary smoother to the decimated stream should match bin-averaging.",C110,
S46.013,sentence,,,D.1 Generic Smoothing vs.\ Historian Averaging,body,D.1 Generic Smoothing vs.\ Historian Averaging,"We compare a median filter, a moving average, a constant-velocity Kalman filter, and a wavelet denoiser against raw aggregation and raw decimation (Table 22).",C110;C115,
S46.014,sentence,,,D.1 Generic Smoothing vs.\ Historian Averaging,body,D.1 Generic Smoothing vs.\ Historian Averaging,"The moving average and Kalman filter recover essentially the full aggregate lead time (76.0 and 75.7 h vs. aggregation’s 75.7 h), while the median and wavelet filters fall slightly short.",C110;C115,
S46.014.n01,number,76.0,76.0,D.1 Generic Smoothing vs.\ Historian Averaging,body,D.1 Generic Smoothing vs.\ Historian Averaging,"The moving average and Kalman filter recover essentially the full aggregate lead time (76.0 and 75.7 h vs. aggregation’s 75.7 h), while the median and wavelet filters fall slightly short.",,
S46.014.n02,number,75.7,75.7,D.1 Generic Smoothing vs.\ Historian Averaging,body,D.1 Generic Smoothing vs.\ Historian Averaging,"The moving average and Kalman filter recover essentially the full aggregate lead time (76.0 and 75.7 h vs. aggregation’s 75.7 h), while the median and wavelet filters fall slightly short.",,
S46.014.n03,number,75.7,75.7,D.1 Generic Smoothing vs.\ Historian Averaging,body,D.1 Generic Smoothing vs.\ Historian Averaging,"The moving average and Kalman filter recover essentially the full aggregate lead time (76.0 and 75.7 h vs. aggregation’s 75.7 h), while the median and wavelet filters fall slightly short.",,
S46.015,sentence,,,D.1 Generic Smoothing vs.\ Historian Averaging,body,D.1 Generic Smoothing vs.\ Historian Averaging,"The effect is therefore generic smoothing of the health signal, not a property unique to historian bin-averaging—an operator who decimates and then lightly smooths recovers the same warning time.",C110,
S46.016,sentence,,,D.1 Generic Smoothing vs.\ Historian Averaging,body,D.1 Generic Smoothing vs.\ Historian Averaging,"The linear smoothers (moving average, Kalman) recover the advantage but the wavelet denoiser does not, dropping to 6/12 valid alarms—below even raw decimation—because its soft-thresholding of detail coefficients perturbs the pre-onset baseline enough to lift the pre-onset false-alarm rate past the budget.",C110;C115,
S46.016.n01,number,6/12,6/12,D.1 Generic Smoothing vs.\ Historian Averaging,body,D.1 Generic Smoothing vs.\ Historian Averaging,"The linear smoothers (moving average, Kalman) recover the advantage but the wavelet denoiser does not, dropping to 6/12 valid alarms—below even raw decimation—because its soft-thresholding of detail coefficients perturbs the pre-onset baseline enough to lift the pre-onset false-alarm rate past the budget.",,
S46.017,sentence,,,D.1 Generic Smoothing vs.\ Historian Averaging,body,D.1 Generic Smoothing vs.\ Historian Averaging,"The lesson sharpens rather than breaks: smoothing that preserves the normal baseline recovers the lead time, while smoothing that distorts it can cost validity.",,
S46.018,sentence,,,D.1 Generic Smoothing vs.\ Historian Averaging,body,D.1 Generic Smoothing vs.\ Historian Averaging,"The onealarm gap between raw decimation (8/12) and aggregation (7/12) at statistically indistinguishable lead times (76.0 vs. 75.7 h) is sampling noise at n = 12, not evidence that decimation is preferable; it restates the headline.",C115,
S46.018.n01,number,8/12,8/12,D.1 Generic Smoothing vs.\ Historian Averaging,body,D.1 Generic Smoothing vs.\ Historian Averaging,"The onealarm gap between raw decimation (8/12) and aggregation (7/12) at statistically indistinguishable lead times (76.0 vs. 75.7 h) is sampling noise at n = 12, not evidence that decimation is preferable; it restates the headline.",,
S46.018.n02,number,7/12,7/12,D.1 Generic Smoothing vs.\ Historian Averaging,body,D.1 Generic Smoothing vs.\ Historian Averaging,"The onealarm gap between raw decimation (8/12) and aggregation (7/12) at statistically indistinguishable lead times (76.0 vs. 75.7 h) is sampling noise at n = 12, not evidence that decimation is preferable; it restates the headline.",,
S46.018.n03,number,76.0,76.0,D.1 Generic Smoothing vs.\ Historian Averaging,body,D.1 Generic Smoothing vs.\ Historian Averaging,"The onealarm gap between raw decimation (8/12) and aggregation (7/12) at statistically indistinguishable lead times (76.0 vs. 75.7 h) is sampling noise at n = 12, not evidence that decimation is preferable; it restates the headline.",,
S46.018.n04,number,75.7,75.7,D.1 Generic Smoothing vs.\ Historian Averaging,body,D.1 Generic Smoothing vs.\ Historian Averaging,"The onealarm gap between raw decimation (8/12) and aggregation (7/12) at statistically indistinguishable lead times (76.0 vs. 75.7 h) is sampling noise at n = 12, not evidence that decimation is preferable; it restates the headline.",,
S46.018.n05,number,12,12,D.1 Generic Smoothing vs.\ Historian Averaging,body,D.1 Generic Smoothing vs.\ Historian Averaging,"The onealarm gap between raw decimation (8/12) and aggregation (7/12) at statistically indistinguishable lead times (76.0 vs. 75.7 h) is sampling noise at n = 12, not evidence that decimation is preferable; it restates the headline.",,
S47.001,sentence,,,D.2 Single-Asset ONGC Case Study,body,D.2 Single-Asset ONGC Case Study,"The ONGC record is a real Solar-Turbine low-pressurecompressor (LPC) dataset: four vibration channels logged at a 10 s SCADA rate over ∼5 days (42,698 rows), ending in a genuine operator shutdown on 2023-11-13 09:46.",C133,
S47.001.n01,number,2023-11-13 09:46,2023-11-13 09:46,D.2 Single-Asset ONGC Case Study,body,D.2 Single-Asset ONGC Case Study,"The ONGC record is a real Solar-Turbine low-pressurecompressor (LPC) dataset: four vibration channels logged at a 10 s SCADA rate over ∼5 days (42,698 rows), ending in a genuine operator shutdown on 2023-11-13 09:46.",,
S47.001.n02,number,10,10,D.2 Single-Asset ONGC Case Study,body,D.2 Single-Asset ONGC Case Study,"The ONGC record is a real Solar-Turbine low-pressurecompressor (LPC) dataset: four vibration channels logged at a 10 s SCADA rate over ∼5 days (42,698 rows), ending in a genuine operator shutdown on 2023-11-13 09:46.",,
S47.001.n03,number,5,5,D.2 Single-Asset ONGC Case Study,body,D.2 Single-Asset ONGC Case Study,"The ONGC record is a real Solar-Turbine low-pressurecompressor (LPC) dataset: four vibration channels logged at a 10 s SCADA rate over ∼5 days (42,698 rows), ending in a genuine operator shutdown on 2023-11-13 09:46.",,
S47.001.n04,number,"42,698","42,698",D.2 Single-Asset ONGC Case Study,body,D.2 Single-Asset ONGC Case Study,"The ONGC record is a real Solar-Turbine low-pressurecompressor (LPC) dataset: four vibration channels logged at a 10 s SCADA rate over ∼5 days (42,698 rows), ending in a genuine operator shutdown on 2023-11-13 09:46.",,
S47.002,sentence,,,D.2 Single-Asset ONGC Case Study,body,D.2 Single-Asset ONGC Case Study,"This is authentic historian data with a real, documented event—the maintenance record confirms the shutdown followed a rolling-element bearing fault on the LPC—and the data-derived degradation onset (2023-11-13 03:44) precedes the operator’s action by roughly six hours.",C133,
S47.002.n01,number,2023-11-13 03:44,2023-11-13 03:44,D.2 Single-Asset ONGC Case Study,body,D.2 Single-Asset ONGC Case Study,"This is authentic historian data with a real, documented event—the maintenance record confirms the shutdown followed a rolling-element bearing fault on the LPC—and the data-derived degradation onset (2023-11-13 03:44) precedes the operator’s action by roughly six hours.",,
S47.003,sentence,,,D.2 Single-Asset ONGC Case Study,body,D.2 Single-Asset ONGC Case Study,ONGC is the only dataset that requires no simulated coarsening to be SCADA-rate: it is the historian.,,
S47.004,sentence,,,D.2 Single-Asset ONGC Case Study,body,D.2 Single-Asset ONGC Case Study,"On genuine 10 s industrial SCADA data ending in a real operator shutdown, every detector achieves a long warning: 3σ, EWMA, Hotelling T 2, and Isolation Forest each alarm roughly 35 h before the labeled failure, and even the naive RMS-trend baseline gives ∼22.8 h.",C116,
S47.004.n01,number,10,10,D.2 Single-Asset ONGC Case Study,body,D.2 Single-Asset ONGC Case Study,"On genuine 10 s industrial SCADA data ending in a real operator shutdown, every detector achieves a long warning: 3σ, EWMA, Hotelling T 2, and Isolation Forest each alarm roughly 35 h before the labeled failure, and even the naive RMS-trend baseline gives ∼22.8 h.",,
S47.004.n02,number,35,35,D.2 Single-Asset ONGC Case Study,body,D.2 Single-Asset ONGC Case Study,"On genuine 10 s industrial SCADA data ending in a real operator shutdown, every detector achieves a long warning: 3σ, EWMA, Hotelling T 2, and Isolation Forest each alarm roughly 35 h before the labeled failure, and even the naive RMS-trend baseline gives ∼22.8 h.",,
S47.004.n03,number,22.8,22.8,D.2 Single-Asset ONGC Case Study,body,D.2 Single-Asset ONGC Case Study,"On genuine 10 s industrial SCADA data ending in a real operator shutdown, every detector achieves a long warning: 3σ, EWMA, Hotelling T 2, and Isolation Forest each alarm roughly 35 h before the labeled failure, and even the naive RMS-trend baseline gives ∼22.8 h.",,
S47.005,sentence,,,D.2 Single-Asset ONGC Case Study,body,D.2 Single-Asset ONGC Case Study,"More to the point of this paper, the aggregate-vs-decimate difference is at most about a minute for every detector (Table 23).",C116,
S47.006,sentence,,,D.2 Single-Asset ONGC Case Study,body,D.2 Single-Asset ONGC Case Study,"Because ONGC is a single asset (n = 1), we treat it as a descriptive case study and draw no statistical inference from it.",C014,
S47.006.n01,number,1,1,D.2 Single-Asset ONGC Case Study,body,D.2 Single-Asset ONGC Case Study,"Because ONGC is a single asset (n = 1), we treat it as a descriptive case study and draw no statistical inference from it.",,
S47.007,sentence,,,D.2 Single-Asset ONGC Case Study,body,D.2 Single-Asset ONGC Case Study,"On data that is already a real historian stream, the choice of logging mechanism does not materially change warning time.",,
S47.008,sentence,,,D.2 Single-Asset ONGC Case Study,body,D.2 Single-Asset ONGC Case Study,This is the cleanest possible illustration of the practical question—it uses no simulated coarsening—and it is consistent with “averaging is not the enemy.,C117,
S47.009,sentence,,,D.2 Single-Asset ONGC Case Study,body,D.2 Single-Asset ONGC Case Study,"The conformal calibration on this stream (Figure 4d) tracks the diagonal closely, consistent with a mostlystationary normal region.",C086;C088,
tab:datasets.cap01,sentence,,,tab:datasets,caption,tab:datasets,Datasets used in this study.,,
tab:datasets.cap02,sentence,,,tab:datasets,caption,tab:datasets,“Role” indicates the function each dataset plays in the argument.,,
tab:datasets.cap03,sentence,,,tab:datasets,caption,tab:datasets,The four inferential datasets supply the run-level statistics; ONGC is a single-asset case study (Appendix D.2) and Paderborn is excluded.,C013;C014;C016,
tab:imslead.cap01,sentence,,,tab:imslead,caption,tab:imslead,"Table 2. † Detectors with no valid operating point under Ta the τ = 10% pre-onset-FAR budget (Table 13): their long im raw leads are achieved only by flooding the pre-onset re- Le gion with false alarms and are not usable warning time. ex IMS mean detection lead time (hours) at full resolution, all tw eleven evaluated detectors (the nine headline detectors plus sis Deep SVDD and the one-class SVM), mean with 95% boot- de strap CI (resampling n = 3 runs).",C011;C012,
tab:imslead.cap01.n01,number,10%,10%,tab:imslead,caption,tab:imslead,"Table 2. † Detectors with no valid operating point under Ta the τ = 10% pre-onset-FAR budget (Table 13): their long im raw leads are achieved only by flooding the pre-onset re- Le gion with false alarms and are not usable warning time. ex IMS mean detection lead time (hours) at full resolution, all tw eleven evaluated detectors (the nine headline detectors plus sis Deep SVDD and the one-class SVM), mean with 95% boot- de strap CI (resampling n = 3 runs).",,
tab:imslead.cap01.n02,number,95%,95%,tab:imslead,caption,tab:imslead,"Table 2. † Detectors with no valid operating point under Ta the τ = 10% pre-onset-FAR budget (Table 13): their long im raw leads are achieved only by flooding the pre-onset re- Le gion with false alarms and are not usable warning time. ex IMS mean detection lead time (hours) at full resolution, all tw eleven evaluated detectors (the nine headline detectors plus sis Deep SVDD and the one-class SVM), mean with 95% boot- de strap CI (resampling n = 3 runs).",,
tab:imslead.cap01.n03,number,3,3,tab:imslead,caption,tab:imslead,"Table 2. † Detectors with no valid operating point under Ta the τ = 10% pre-onset-FAR budget (Table 13): their long im raw leads are achieved only by flooding the pre-onset re- Le gion with false alarms and are not usable warning time. ex IMS mean detection lead time (hours) at full resolution, all tw eleven evaluated detectors (the nine headline detectors plus sis Deep SVDD and the one-class SVM), mean with 95% boot- de strap CI (resampling n = 3 runs).",,
tab:imslead.cap02,sentence,,,tab:imslead,caption,tab:imslead,"This is the raw, ungated co lead. th th",,
fig:health.cap01,sentence,,,fig:health,caption,fig:health,de pl Figure 1.,,
fig:health.cap02,sentence,,,fig:health,caption,fig:health,Health-indicator trajectory for IMS Bearing test 2 with the leakage-free degradation onset and failure markers.,C023,
fig:health.cap02.n01,number,2,2,fig:health,caption,fig:health,Health-indicator trajectory for IMS Bearing test 2 with the leakage-free degradation onset and failure markers.,,
fig:health.cap03,sentence,,,fig:health,caption,fig:health,"The baseline mean and standard deviation use only the shaded m un training region, so the onset cannot see the test data. on",C023,
tab:onset.cap01,sentence,,,tab:onset,caption,tab:onset,"Onset position on IMS, as % of run span, with the implied maximum lead (failure minus onset, h) in brackets.",,
tab:onset.cap02,sentence,,,tab:onset,caption,tab:onset,"Left: the default RMS/kurtosis indicator with the terminalexcursion rule at threshold multiplier k ∈ {3, 4, 5}.",,
tab:onset.cap02.n01,number,3,3,tab:onset,caption,tab:onset,"Left: the default RMS/kurtosis indicator with the terminalexcursion rule at threshold multiplier k ∈ {3, 4, 5}.",,
tab:onset.cap02.n02,number,4,4,tab:onset,caption,tab:onset,"Left: the default RMS/kurtosis indicator with the terminalexcursion rule at threshold multiplier k ∈ {3, 4, 5}.",,
tab:onset.cap02.n03,number,5,5,tab:onset,caption,tab:onset,"Left: the default RMS/kurtosis indicator with the terminalexcursion rule at threshold multiplier k ∈ {3, 4, 5}.",,
tab:onset.cap03,sentence,,,tab:onset,caption,tab:onset,"Right: two decoupled indicators that do not share the amplitude basis of the magnitude detectors, at the default k = 4.",C066,
tab:onset.cap03.n01,number,4,4,tab:onset,caption,tab:onset,"Right: two decoupled indicators that do not share the amplitude basis of the magnitude detectors, at the default k = 4.",,
tab:onset.cap04,sentence,,,tab:onset,caption,tab:onset,"The default onset is stable to k; it shifts materially under the decoupled indicators on the slow-degrading tests 2 and 3, but the headline is computed on raw lead and is unaffected by this choice.",C063;C066;C067,
tab:onset.cap04.n01,number,2,2,tab:onset,caption,tab:onset,"The default onset is stable to k; it shifts materially under the decoupled indicators on the slow-degrading tests 2 and 3, but the headline is computed on raw lead and is unaffected by this choice.",,
tab:onset.cap04.n02,number,3,3,tab:onset,caption,tab:onset,"The default onset is stable to k; it shifts materially under the decoupled indicators on the slow-degrading tests 2 and 3, but the headline is computed on raw lead and is unaffected by this choice.",,
tab:robust.cap01,sentence,,,tab:robust,caption,tab:robust,Robustness of the IMS and XJTU-SY re- de sults.,,
tab:robust.cap02,sentence,,,tab:robust,caption,tab:robust,"(a) Alarm persistence on IMS: run-level median aggregate-decimate lead-time difference (h) and the 3σ fa valid-alarm fraction (at full resolution, and pooled over the is five sampling factors) at persistence ∈ {1, 3, 5, 10} windows. un The median direction is stable; the pooled 3σ valid-alarm lo fraction halves by persistence 10.",C068,
tab:robust.cap02.n01,number,1,1,tab:robust,caption,tab:robust,"(a) Alarm persistence on IMS: run-level median aggregate-decimate lead-time difference (h) and the 3σ fa valid-alarm fraction (at full resolution, and pooled over the is five sampling factors) at persistence ∈ {1, 3, 5, 10} windows. un The median direction is stable; the pooled 3σ valid-alarm lo fraction halves by persistence 10.",,
tab:robust.cap02.n02,number,3,3,tab:robust,caption,tab:robust,"(a) Alarm persistence on IMS: run-level median aggregate-decimate lead-time difference (h) and the 3σ fa valid-alarm fraction (at full resolution, and pooled over the is five sampling factors) at persistence ∈ {1, 3, 5, 10} windows. un The median direction is stable; the pooled 3σ valid-alarm lo fraction halves by persistence 10.",,
tab:robust.cap02.n03,number,5,5,tab:robust,caption,tab:robust,"(a) Alarm persistence on IMS: run-level median aggregate-decimate lead-time difference (h) and the 3σ fa valid-alarm fraction (at full resolution, and pooled over the is five sampling factors) at persistence ∈ {1, 3, 5, 10} windows. un The median direction is stable; the pooled 3σ valid-alarm lo fraction halves by persistence 10.",,
tab:robust.cap02.n04,number,10,10,tab:robust,caption,tab:robust,"(a) Alarm persistence on IMS: run-level median aggregate-decimate lead-time difference (h) and the 3σ fa valid-alarm fraction (at full resolution, and pooled over the is five sampling factors) at persistence ∈ {1, 3, 5, 10} windows. un The median direction is stable; the pooled 3σ valid-alarm lo fraction halves by persistence 10.",,
tab:robust.cap02.n05,number,10,10,tab:robust,caption,tab:robust,"(a) Alarm persistence on IMS: run-level median aggregate-decimate lead-time difference (h) and the 3σ fa valid-alarm fraction (at full resolution, and pooled over the is five sampling factors) at persistence ∈ {1, 3, 5, 10} windows. un The median direction is stable; the pooled 3σ valid-alarm lo fraction halves by persistence 10.",,
tab:robust.cap03,sentence,,,tab:robust,caption,tab:robust,"(b) Historian gaps: mean valid lead time (h) under random gaps of 0%, 5% and 20%, averaged over the runs on which the alarm is valid and then 6 over five independent gap draws per level (defect D18): one Te draw cannot separate a gap effect from the draw.",C069,
tab:robust.cap03.n01,number,0%,0%,tab:robust,caption,tab:robust,"(b) Historian gaps: mean valid lead time (h) under random gaps of 0%, 5% and 20%, averaged over the runs on which the alarm is valid and then 6 over five independent gap draws per level (defect D18): one Te draw cannot separate a gap effect from the draw.",,
tab:robust.cap03.n02,number,5%,5%,tab:robust,caption,tab:robust,"(b) Historian gaps: mean valid lead time (h) under random gaps of 0%, 5% and 20%, averaged over the runs on which the alarm is valid and then 6 over five independent gap draws per level (defect D18): one Te draw cannot separate a gap effect from the draw.",,
tab:robust.cap03.n03,number,20%,20%,tab:robust,caption,tab:robust,"(b) Historian gaps: mean valid lead time (h) under random gaps of 0%, 5% and 20%, averaged over the runs on which the alarm is valid and then 6 over five independent gap draws per level (defect D18): one Te draw cannot separate a gap effect from the draw.",,
tab:robust.cap03.n04,number,6,6,tab:robust,caption,tab:robust,"(b) Historian gaps: mean valid lead time (h) under random gaps of 0%, 5% and 20%, averaged over the runs on which the alarm is valid and then 6 over five independent gap draws per level (defect D18): one Te draw cannot separate a gap effect from the draw.",,
tab:robust.cap04,sentence,,,tab:robust,caption,tab:robust,Valid-alarm fractions are unchanged across gap levels and across draws IM on IMS (2/3 for each detector at every level); on XJTU-SY “a they move by at most two bearings across draws.,,
tab:robust.cap04.n01,number,2/3,2/3,tab:robust,caption,tab:robust,Valid-alarm fractions are unchanged across gap levels and across draws IM on IMS (2/3 for each detector at every level); on XJTU-SY “a they move by at most two bearings across draws.,,
tab:robust.cap05,sentence,,,tab:robust,caption,tab:robust,"Only one (c cell is materially draw-dependent: Hotelling T 2 on IMS at te 20%, which ranges from 58.0 to 186.1 h over the five draws. sig Every other cell varies by less than 3.4 h on IMS and 0.37 h on XJTU-SY across draws. re do",C069,
tab:robust.cap05.n01,number,20%,20%,tab:robust,caption,tab:robust,"Only one (c cell is materially draw-dependent: Hotelling T 2 on IMS at te 20%, which ranges from 58.0 to 186.1 h over the five draws. sig Every other cell varies by less than 3.4 h on IMS and 0.37 h on XJTU-SY across draws. re do",,
tab:robust.cap05.n02,number,58.0,58.0,tab:robust,caption,tab:robust,"Only one (c cell is materially draw-dependent: Hotelling T 2 on IMS at te 20%, which ranges from 58.0 to 186.1 h over the five draws. sig Every other cell varies by less than 3.4 h on IMS and 0.37 h on XJTU-SY across draws. re do",,
tab:robust.cap05.n03,number,186.1,186.1,tab:robust,caption,tab:robust,"Only one (c cell is materially draw-dependent: Hotelling T 2 on IMS at te 20%, which ranges from 58.0 to 186.1 h over the five draws. sig Every other cell varies by less than 3.4 h on IMS and 0.37 h on XJTU-SY across draws. re do",,
tab:robust.cap05.n04,number,3.4,3.4,tab:robust,caption,tab:robust,"Only one (c cell is materially draw-dependent: Hotelling T 2 on IMS at te 20%, which ranges from 58.0 to 186.1 h over the five draws. sig Every other cell varies by less than 3.4 h on IMS and 0.37 h on XJTU-SY across draws. re do",,
tab:robust.cap05.n05,number,0.37,0.37,tab:robust,caption,tab:robust,"Only one (c cell is materially draw-dependent: Hotelling T 2 on IMS at te 20%, which ranges from 58.0 to 186.1 h over the five draws. sig Every other cell varies by less than 3.4 h on IMS and 0.37 h on XJTU-SY across draws. re do",,
tab:crossds.cap01,sentence,,,tab:crossds,caption,tab:crossds,"Run-level sign test of aggregate vs decimate or lead time on the three multi-bearing datasets, collapsing the within-bearing sampling factors, for all eleven evaluated de- cl tectors.",C011;C036,
tab:crossds.cap02,sentence,,,tab:crossds,caption,tab:crossds,"Med. ∆ is the run-level median difference (h); m n+/n- count only non-zero-difference runs; S-c. marks sign Th consistency (yes-: every non-zero run negative). ‡: the three a deep sequence models need a length-30 window sequence, he so their XJTU-SY tests are n = 3.",C038,
tab:crossds.cap02.n01,number,30,30,tab:crossds,caption,tab:crossds,"Med. ∆ is the run-level median difference (h); m n+/n- count only non-zero-difference runs; S-c. marks sign Th consistency (yes-: every non-zero run negative). ‡: the three a deep sequence models need a length-30 window sequence, he so their XJTU-SY tests are n = 3.",,
tab:crossds.cap02.n02,number,3,3,tab:crossds,caption,tab:crossds,"Med. ∆ is the run-level median difference (h); m n+/n- count only non-zero-difference runs; S-c. marks sign Th consistency (yes-: every non-zero run negative). ‡: the three a deep sequence models need a length-30 window sequence, he so their XJTU-SY tests are n = 3.",,
tab:crossds.cap03,sentence,,,tab:crossds,caption,tab:crossds,"No detector is signif- he icant after Holm correction (Table 8); on FEMTO the only sign-consistent detectors, LSTM-AE and Transformer-AD, sm are both negative, and on Ferrara none is sign-consistent. sig sta",C039;C080,
tab:equiv.cap01,sentence,,,tab:equiv,caption,tab:equiv,"Equivalence of the run-level aggregate-decimate lead-time difference against a pre-specified margin δ = 1 h, on the three multi-bearing inferential campaigns for all eleven evaluated detectors.",C011;C045,
tab:equiv.cap01.n01,number,1,1,tab:equiv,caption,tab:equiv,"Equivalence of the run-level aggregate-decimate lead-time difference against a pre-specified margin δ = 1 h, on the three multi-bearing inferential campaigns for all eleven evaluated detectors.",,
tab:equiv.cap02,sentence,,,tab:equiv,caption,tab:equiv,"Each cell gives the run-level mean difference (h) and its 95% bootstrap confidence interval over runs; a cell is equivalent when the whole interval lies inside [-δ, +δ].",,
