item_id,item_type,group_id,value,section,location_kind,location,context,claim_ids,protected
S37.002.n02,number,1,1,Limitations and Threats to Validity,body,Limitations and Threats to Validity,"The IMS “aggregation helps” tendency is a non-significant positive-median trend, sign-consistent only for CUSUM and Hotelling T 2 (n = 3), that does not replicate on the larger multi-bearing sets, so we claim only non-destruction as the cross-dataset headline, not a positive effect; ONGC (n = 1) is a descriptive case study with no inference.",,
S37.003,sentence,,,Limitations and Threats to Validity,body,Limitations and Threats to Validity,"The datasets, while deliberately diverse, are all rolling-element bearings; we do not claim the result transfers to gearboxes, blades or other failure modes without further testing.",C010,
S37.004,sentence,,,Limitations and Threats to Validity,body,Limitations and Threats to Validity,A structural asymmetry limits what the cross-dataset null can establish.,C050,
S37.005,sentence,,,Limitations and Threats to Validity,body,Limitations and Threats to Validity,"The three campaigns that supply statistical power—XJTU-SY, FEMTO/PRONOSTIA and University of Ferrara—comprise bearings whose total lifetimes span roughly 0.7 to 8.9 h, so an aggregation effect of the magnitude observed on IMS (a run-level median of +15.1 h for the 3σ chart) could not have been observed on them even if present.",C019;C041;C050;C130,
S37.005.n01,number,0.7,0.7,Limitations and Threats to Validity,body,Limitations and Threats to Validity,"The three campaigns that supply statistical power—XJTU-SY, FEMTO/PRONOSTIA and University of Ferrara—comprise bearings whose total lifetimes span roughly 0.7 to 8.9 h, so an aggregation effect of the magnitude observed on IMS (a run-level median of +15.1 h for the 3σ chart) could not have been observed on them even if present.",,
S37.005.n02,number,8.9,8.9,Limitations and Threats to Validity,body,Limitations and Threats to Validity,"The three campaigns that supply statistical power—XJTU-SY, FEMTO/PRONOSTIA and University of Ferrara—comprise bearings whose total lifetimes span roughly 0.7 to 8.9 h, so an aggregation effect of the magnitude observed on IMS (a run-level median of +15.1 h for the 3σ chart) could not have been observed on them even if present.",,
S37.005.n03,number,15.1,+15.1,Limitations and Threats to Validity,body,Limitations and Threats to Validity,"The three campaigns that supply statistical power—XJTU-SY, FEMTO/PRONOSTIA and University of Ferrara—comprise bearings whose total lifetimes span roughly 0.7 to 8.9 h, so an aggregation effect of the magnitude observed on IMS (a run-level median of +15.1 h for the 3σ chart) could not have been observed on them even if present.",,
S37.006,sentence,,,Limitations and Threats to Validity,body,Limitations and Threats to Validity,"Their null therefore bounds the effect at the scale of minutes, which is what our equivalence margin reflects, not at the scale of the IMS result, while the only dataset whose runway is long enough to express such an effect has n = 3 and cannot reach significance at any margin.",C045;C050;C130,
S37.006.n01,number,3,3,Limitations and Threats to Validity,body,Limitations and Threats to Validity,"Their null therefore bounds the effect at the scale of minutes, which is what our equivalence margin reflects, not at the scale of the IMS result, while the only dataset whose runway is long enough to express such an effect has n = 3 and cannot reach significance at any margin.",,
S37.007,sentence,,,Limitations and Threats to Validity,body,Limitations and Threats to Validity,"We therefore claim non-destruction at short bearing lifetimes, where the evidence is strong, and consistency with—not demonstration of—non-destruction at the multi-week lifetimes typical of industrial assets.",C050;C053,
S37.008,sentence,,,Limitations and Threats to Validity,body,Limitations and Threats to Validity,Residual gaming surfaces of the metric.,C006,
S37.009,sentence,,,Limitations and Threats to Validity,body,Limitations and Threats to Validity,"We claim the metric defeats the specific latch-on (constant-on) exploit, not that it is unconditionally ungameable, and name two surfaces we do not close.",C004;C006,
S37.010,sentence,,,Limitations and Threats to Validity,body,Limitations and Threats to Validity,"(a) A detector could align its threshold to fire just after to+; the onset uses only training-region statistics, so this cannot use test-region information, but an adversary who knows the onset rule could still tune toward it.",,
S37.011,sentence,,,Limitations and Threats to Validity,body,Limitations and Threats to Validity,"(b) The onset health indicator shares its RMS/kurtosis basis with several detector features, so onset and detection are not fully independent, a circularity that could in principle favor detectors aligned to the onset statistic.",,
S37.012,sentence,,,Limitations and Threats to Validity,body,Limitations and Threats to Validity,Closing both (e.g. with an onset signal disjoint from the detector features) is future work.,C122,
S37.013,sentence,,,Limitations and Threats to Validity,body,Limitations and Threats to Validity,Construct validity (does the metric measure warning time?).,,
S37.014,sentence,,,Limitations and Threats to Validity,body,Limitations and Threats to Validity,"The onset, although leakage-free and stable to k ∈ {3, 4, 5}, is not the ground-truth defect-initiation time, which is unobservable in these datasets.",C023;C063;C118,
S37.014.n01,number,3,3,Limitations and Threats to Validity,body,Limitations and Threats to Validity,"The onset, although leakage-free and stable to k ∈ {3, 4, 5}, is not the ground-truth defect-initiation time, which is unobservable in these datasets.",,
S37.014.n02,number,4,4,Limitations and Threats to Validity,body,Limitations and Threats to Validity,"The onset, although leakage-free and stable to k ∈ {3, 4, 5}, is not the ground-truth defect-initiation time, which is unobservable in these datasets.",,
S37.014.n03,number,5,5,Limitations and Threats to Validity,body,Limitations and Threats to Validity,"The onset, although leakage-free and stable to k ∈ {3, 4, 5}, is not the ground-truth defect-initiation time, which is unobservable in these datasets.",,
S37.015,sentence,,,Limitations and Threats to Validity,body,Limitations and Threats to Validity,"A late onset, as on IMS test 1 where degradation and failure nearly coincide, inflates the pre-onset region, can mark a genuine early detection invalid and breaks the conformal exchangeability assumption (Figure 4a).",C032,
S37.015.n01,number,1,1,Limitations and Threats to Validity,body,Limitations and Threats to Validity,"A late onset, as on IMS test 1 where degradation and failure nearly coincide, inflates the pre-onset region, can mark a genuine early detection invalid and breaks the conformal exchangeability assumption (Figure 4a).",,
S37.016,sentence,,,Limitations and Threats to Validity,body,Limitations and Threats to Validity,"Bearings whose physics provides essentially no warning runway score zero valid alarms regardless of detector (Table 7), which is correct behavior but makes the valid-alarm fraction partly a property of the bearings, not only of the methods.",C079;C118,
S37.017,sentence,,,Limitations and Threats to Validity,body,Limitations and Threats to Validity,Internal validity (is the comparison fair?).,,
S37.018,sentence,,,Limitations and Threats to Validity,body,Limitations and Threats to Validity,"One fixed hyperparameter protocol avoids optimistic per-condition tuning, the full trade-off sweep (Table 9) exposes threshold sensitivity rather than one hand-picked operating point, and the controlled sweep isolates information loss from window counting.",C031,
S37.019,sentence,,,Limitations and Threats to Validity,body,Limitations and Threats to Validity,"Confidence intervals are wide on IMS (n = 3); we resample runs, the unit of generaliza- tion, not seeds.",,
S37.019.n01,number,3,3,Limitations and Threats to Validity,body,Limitations and Threats to Validity,"Confidence intervals are wide on IMS (n = 3); we resample runs, the unit of generaliza- tion, not seeds.",,
S37.020,sentence,,,Limitations and Threats to Validity,body,Limitations and Threats to Validity,"An earlier pooled 15-pair Wilcoxon test treated the within-run factors as independent observations and thereby overstated significance; the run-level exact sign test cannot fall below p = 0.25 at n = 3, and after Holm correction across the forty-four-test family nothing is significant (Table 5), so the IMS result is a directional trend to be read with the multi-bearing nulls, never a significant effect.",C036;C037;C039;C119,
S37.020.n01,number,15,15,Limitations and Threats to Validity,body,Limitations and Threats to Validity,"An earlier pooled 15-pair Wilcoxon test treated the within-run factors as independent observations and thereby overstated significance; the run-level exact sign test cannot fall below p = 0.25 at n = 3, and after Holm correction across the forty-four-test family nothing is significant (Table 5), so the IMS result is a directional trend to be read with the multi-bearing nulls, never a significant effect.",,
S37.020.n02,number,0.25,0.25,Limitations and Threats to Validity,body,Limitations and Threats to Validity,"An earlier pooled 15-pair Wilcoxon test treated the within-run factors as independent observations and thereby overstated significance; the run-level exact sign test cannot fall below p = 0.25 at n = 3, and after Holm correction across the forty-four-test family nothing is significant (Table 5), so the IMS result is a directional trend to be read with the multi-bearing nulls, never a significant effect.",,
S37.020.n03,number,3,3,Limitations and Threats to Validity,body,Limitations and Threats to Validity,"An earlier pooled 15-pair Wilcoxon test treated the within-run factors as independent observations and thereby overstated significance; the run-level exact sign test cannot fall below p = 0.25 at n = 3, and after Holm correction across the forty-four-test family nothing is significant (Table 5), so the IMS result is a directional trend to be read with the multi-bearing nulls, never a significant effect.",,
S37.021,sentence,,,Limitations and Threats to Validity,body,Limitations and Threats to Validity,"The test itself sets the minimum dataset: significance needs at least six sign-concordant runs (2( 1 2 )6 = 0.031), so the three IMS runs are at least a factor of two short—the quantitative content of the long-runway, many-bearing campaign that future work calls for.",C120;C122,
S37.021.n01,number,2,2,Limitations and Threats to Validity,body,Limitations and Threats to Validity,"The test itself sets the minimum dataset: significance needs at least six sign-concordant runs (2( 1 2 )6 = 0.031), so the three IMS runs are at least a factor of two short—the quantitative content of the long-runway, many-bearing campaign that future work calls for.",,
S37.021.n02,number,1,1,Limitations and Threats to Validity,body,Limitations and Threats to Validity,"The test itself sets the minimum dataset: significance needs at least six sign-concordant runs (2( 1 2 )6 = 0.031), so the three IMS runs are at least a factor of two short—the quantitative content of the long-runway, many-bearing campaign that future work calls for.",,
S37.021.n03,number,2,2,Limitations and Threats to Validity,body,Limitations and Threats to Validity,"The test itself sets the minimum dataset: significance needs at least six sign-concordant runs (2( 1 2 )6 = 0.031), so the three IMS runs are at least a factor of two short—the quantitative content of the long-runway, many-bearing campaign that future work calls for.",,
S37.021.n04,number,6,6,Limitations and Threats to Validity,body,Limitations and Threats to Validity,"The test itself sets the minimum dataset: significance needs at least six sign-concordant runs (2( 1 2 )6 = 0.031), so the three IMS runs are at least a factor of two short—the quantitative content of the long-runway, many-bearing campaign that future work calls for.",,
S37.021.n05,number,0.031,0.031,Limitations and Threats to Validity,body,Limitations and Threats to Validity,"The test itself sets the minimum dataset: significance needs at least six sign-concordant runs (2( 1 2 )6 = 0.031), so the three IMS runs are at least a factor of two short—the quantitative content of the long-runway, many-bearing campaign that future work calls for.",,
S37.022,sentence,,,Limitations and Threats to Validity,body,Limitations and Threats to Validity,"Such public datasets are rare; the closest single-bearing example is a KAIST bearing with a ∼43-hour lifecycle (n = 1, insufficient for inference).",C014;C107,
S37.022.n01,number,43,43,Limitations and Threats to Validity,body,Limitations and Threats to Validity,"Such public datasets are rare; the closest single-bearing example is a KAIST bearing with a ∼43-hour lifecycle (n = 1, insufficient for inference).",,
S37.022.n02,number,1,1,Limitations and Threats to Validity,body,Limitations and Threats to Validity,"Such public datasets are rare; the closest single-bearing example is a KAIST bearing with a ∼43-hour lifecycle (n = 1, insufficient for inference).",,
S37.023,sentence,,,Limitations and Threats to Validity,body,Limitations and Threats to Validity,"Groups with long-running industrial historian archives (gas turbines, compressors, paper machines) can apply the released pipeline directly; loader templates for every public dataset format used here are included in the repository at https://github.com/Ansh-Goyal01/ Scada-Leadtime-Benchmark to minimize integration effort.",C054;C108;C130,
S37.024,sentence,,,Limitations and Threats to Validity,body,Limitations and Threats to Validity,Limited external benchmarking.,C121,
S37.025,sentence,,,Limitations and Threats to Validity,body,Limitations and Threats to Validity,We do not benchmark the gated lead-time metric against the RUL-estimation literature.,C121,
S37.026,sentence,,,Limitations and Threats to Validity,body,Limitations and Threats to Validity,"The comparison is not straightforward—RUL methods predict a remaining-life quantity and are scored by prediction error, whereas our metric scores when an alarm fires against a false-alarm budget—but the consequence is that the metric’s behaviour relative to that body of work is untested, and readers coming from RUL benchmarking should treat the two as complementary rather than ranked.",C121,
S37.027,sentence,,,Limitations and Threats to Validity,body,Limitations and Threats to Validity,"Two extensions would sharpen these conclusions most directly: run-to-failure campaigns on long-life bearings typical of industrial service, whose multi-week runway could express an aggregation effect that short laboratory bearings cannot; and comparable work on other bearing types and geometries, since the four inferential datasets are all rolling-element bearings under approximately steady speed and load and the single real-asset record is one gas-turbine compressor bearing.",C010;C013;C050;C130,
S37.028,sentence,,,Limitations and Threats to Validity,body,Limitations and Threats to Validity,"The complementary study coarsens the raw waveform itself, where averaging is a low-pass filter on the impulsive transients of an incipient fault (Section 4.8); our claim concerns historian summary statistics and does not cover it.",C075,
S38.001,sentence,,,Conclusion,body,Conclusion,"We presented a lead-time-centric evaluation protocol for bearing anomaly detection, whose onset-gated, false-alarmbudgeted metric defeats the latch-on exploit, and used it to test whether SCADA-rate logging destroys detection lead time.",C002;C004;C007,
S38.002,sentence,,,Conclusion,body,Conclusion,"Across four inferential run-to-failure datasets (XJTU-SY n = 10, FEMTO/PRONOSTIA n = 6, University of Ferrara n = 6 and NASA IMS n = 3) and a real single-asset turbine SCADA case study (Appendix D.2), coarse aggregation does not destroy lead time; on IMS it shows a positive median shift for most control charts that is not consistent across the three runs, not significant at n = 3 and not surviving multiple-comparison correction across the N = 44 family.",C007;C013;C014;C039;C041;C042;C053,
S38.002.n01,number,10,10,Conclusion,body,Conclusion,"Across four inferential run-to-failure datasets (XJTU-SY n = 10, FEMTO/PRONOSTIA n = 6, University of Ferrara n = 6 and NASA IMS n = 3) and a real single-asset turbine SCADA case study (Appendix D.2), coarse aggregation does not destroy lead time; on IMS it shows a positive median shift for most control charts that is not consistent across the three runs, not significant at n = 3 and not surviving multiple-comparison correction across the N = 44 family.",,
S38.002.n02,number,6,6,Conclusion,body,Conclusion,"Across four inferential run-to-failure datasets (XJTU-SY n = 10, FEMTO/PRONOSTIA n = 6, University of Ferrara n = 6 and NASA IMS n = 3) and a real single-asset turbine SCADA case study (Appendix D.2), coarse aggregation does not destroy lead time; on IMS it shows a positive median shift for most control charts that is not consistent across the three runs, not significant at n = 3 and not surviving multiple-comparison correction across the N = 44 family.",,
S38.002.n03,number,6,6,Conclusion,body,Conclusion,"Across four inferential run-to-failure datasets (XJTU-SY n = 10, FEMTO/PRONOSTIA n = 6, University of Ferrara n = 6 and NASA IMS n = 3) and a real single-asset turbine SCADA case study (Appendix D.2), coarse aggregation does not destroy lead time; on IMS it shows a positive median shift for most control charts that is not consistent across the three runs, not significant at n = 3 and not surviving multiple-comparison correction across the N = 44 family.",,
S38.002.n04,number,3,3,Conclusion,body,Conclusion,"Across four inferential run-to-failure datasets (XJTU-SY n = 10, FEMTO/PRONOSTIA n = 6, University of Ferrara n = 6 and NASA IMS n = 3) and a real single-asset turbine SCADA case study (Appendix D.2), coarse aggregation does not destroy lead time; on IMS it shows a positive median shift for most control charts that is not consistent across the three runs, not significant at n = 3 and not surviving multiple-comparison correction across the N = 44 family.",,
S38.002.n05,number,3,3,Conclusion,body,Conclusion,"Across four inferential run-to-failure datasets (XJTU-SY n = 10, FEMTO/PRONOSTIA n = 6, University of Ferrara n = 6 and NASA IMS n = 3) and a real single-asset turbine SCADA case study (Appendix D.2), coarse aggregation does not destroy lead time; on IMS it shows a positive median shift for most control charts that is not consistent across the three runs, not significant at n = 3 and not surviving multiple-comparison correction across the N = 44 family.",,
S38.002.n06,number,44,44,Conclusion,body,Conclusion,"Across four inferential run-to-failure datasets (XJTU-SY n = 10, FEMTO/PRONOSTIA n = 6, University of Ferrara n = 6 and NASA IMS n = 3) and a real single-asset turbine SCADA case study (Appendix D.2), coarse aggregation does not destroy lead time; on IMS it shows a positive median shift for most control charts that is not consistent across the three runs, not significant at n = 3 and not surviving multiple-comparison correction across the N = 44 family.",,
S38.003,sentence,,,Conclusion,body,Conclusion,No dataset × detector cell shows decimation superior beyond a ±1 h operational margin.,C048,
S38.003.n01,number,±1,±1,Conclusion,body,Conclusion,No dataset × detector cell shows decimation superior beyond a ±1 h operational margin.,,
S38.004,sentence,,,Conclusion,body,Conclusion,"That null is bounded by the scale of the evidence: the three campaigns supplying the statistical power comprise bearings of 0.7-8.9 h total life, on which an aggregation effect of the IMS magnitude could not have been observed, so the result bounds the effect at the scale of minutes and the multi-week runway remains untested.",C019;C050;C130,
S38.004.n01,number,0.7,0.7,Conclusion,body,Conclusion,"That null is bounded by the scale of the evidence: the three campaigns supplying the statistical power comprise bearings of 0.7-8.9 h total life, on which an aggregation effect of the IMS magnitude could not have been observed, so the result bounds the effect at the scale of minutes and the multi-week runway remains untested.",,
S38.004.n02,number,8.9,8.9,Conclusion,body,Conclusion,"That null is bounded by the scale of the evidence: the three campaigns supplying the statistical power comprise bearings of 0.7-8.9 h total life, on which an aggregation effect of the IMS magnitude could not have been observed, so the result bounds the effect at the scale of minutes and the multi-week runway remains untested.",,
S38.005,sentence,,,Conclusion,body,Conclusion,"On the short-lived bearings tested, the deep reconstruction models do not overtake the control charts at any training fraction in [0.20, 0.60]; whether a crossover exists on long-runway assets is left open.",C019;C051;C052,
S38.005.n01,number,0.20,0.20,Conclusion,body,Conclusion,"On the short-lived bearings tested, the deep reconstruction models do not overtake the control charts at any training fraction in [0.20, 0.60]; whether a crossover exists on long-runway assets is left open.",,
S38.005.n02,number,0.60,0.60,Conclusion,body,Conclusion,"On the short-lived bearings tested, the deep reconstruction models do not overtake the control charts at any training fraction in [0.20, 0.60]; whether a crossover exists on long-runway assets is left open.",,
S38.006,sentence,,,Conclusion,body,Conclusion,"The contribution is a reproducible methodology and a counterintuitive empirical result: non-destruction, not a guaranteed positive effect.",C053,
S38.007,sentence,,,Conclusion,body,Conclusion,"Future work will learn the degradation onset jointly with the detector, so that the metric’s anchor no longer depends on a hand-set health indicator (closing the circularity noted in Section 8), and extend the conformal guarantee to the non-exchangeable early-degradation regime in which it currently fails.",C032;C122,
S38.008,sentence,,,Conclusion,body,Conclusion,"We release the full harness, detectors, tests, and the exact tables and figures of this paper to support replication and extension.",C054,
S39.001,sentence,,,Acknowledgments,body,Acknowledgments,The author thanks the operators and data engineers at ONGC who collected and maintained the gas-turbine SCADA record used in the single-asset case study.,C014,
S39.002,sentence,,,Acknowledgments,body,Acknowledgments,"The NASA/IMS, XJTUSY, FEMTO/PRONOSTIA, and University of Ferrara runto-failure datasets are publicly released by their respective providers and are gratefully acknowledged.",,
S39.003,sentence,,,Acknowledgments,body,Acknowledgments,All experiments were conducted on personal computing resources; no external funding was received for this work.,,
S40.001,sentence,,,Data and Code Availability,body,Data and Code Availability,"All code (detectors, leakage-free onset, gated metric, sampling sweep, conformal wrapper, run-level statistical harness and the noise/denoiser mechanism test) is released with a pinned environment (requirements.lock.txt, Python 3.13) and a test suite asserting the metric’s resistance to the latch-on exploit, the leakage-free onset and the run-level sign-test/Holm machinery.",C004;C005;C023;C039;C084,
S40.001.n01,number,3.13,3.13,Data and Code Availability,body,Data and Code Availability,"All code (detectors, leakage-free onset, gated metric, sampling sweep, conformal wrapper, run-level statistical harness and the noise/denoiser mechanism test) is released with a pinned environment (requirements.lock.txt, Python 3.13) and a test suite asserting the metric’s resistance to the latch-on exploit, the leakage-free onset and the run-level sign-test/Holm machinery.",,
S40.002,sentence,,,Data and Code Availability,body,Data and Code Availability,"Every table and figure in this paper is generated directly from the result files released in the repository under results/tables/; no number is hand-edited. results/tables/MANIFEST.md maps each table and figure to the exact file that backs it, and paper/verify_tables.py re-derives the printed values from those files and fails if any disagrees—it runs as part of the test suite, so the claim is checked rather than asserted.",C040;C124,
S40.003,sentence,,,Data and Code Availability,body,Data and Code Availability,"Where a result exists in more than one arm (the pre-D-2 legacy feature schema, or the pre-N-20 rerun), the superseded arm has been moved to results/tables/superseded/ with a note on why, so a replicator cannot select it by mistake.",C124,
S40.003.n01,number,2,2,Data and Code Availability,body,Data and Code Availability,"Where a result exists in more than one arm (the pre-D-2 legacy feature schema, or the pre-N-20 rerun), the superseded arm has been moved to results/tables/superseded/ with a note on why, so a replicator cannot select it by mistake.",,
S40.003.n02,number,20,20,Data and Code Availability,body,Data and Code Availability,"Where a result exists in more than one arm (the pre-D-2 legacy feature schema, or the pre-N-20 rerun), the superseded arm has been moved to results/tables/superseded/ with a note on why, so a replicator cannot select it by mistake.",,
S40.004,sentence,,,Data and Code Availability,body,Data and Code Availability,Repository: https://github.com/ Ansh-Goyal01/Scada-Leadtime-Benchmark.,C054,
S40.005,sentence,,,Data and Code Availability,body,Data and Code Availability,A versioned snapshot is archived on Zenodo at the concept DOI https://doi.org/10.5281/zenodo.20719076.,C054,
S40.005.n01,number,10.5281,10.5281,Data and Code Availability,body,Data and Code Availability,A versioned snapshot is archived on Zenodo at the concept DOI https://doi.org/10.5281/zenodo.20719076.,,
S40.006,sentence,,,Data and Code Availability,body,Data and Code Availability,"The IMS (NASA), XJTU-SY, and FEMTO/PRONOSTIA run-to-failure datasets are publicly available from their original providers; the repository ships the loaders and the derived per-bearing feature caches for all four inferential datasets— IMS, XJTU-SY, FEMTO/PRONOSTIA and University of Ferrara—so the sampling sweep, ablations, calibration and trade-off analyses can be rerun without re-downloading the raw archives.",C013,
S40.007,sentence,,,Data and Code Availability,body,Data and Code Availability,The ONGC gas-turbine SCADA record is proprietary and covered by a non-disclosure agreement.,C123,
S40.008,sentence,,,Data and Code Availability,body,Data and Code Availability,"Withheld, and not redistributable: the raw vibration waveforms, the channel-level measurements from which the features are built, and all asset identifiers.",C123,
S40.009,sentence,,,Data and Code Availability,body,Data and Code Availability,"Released, so that the n = 1 case study can be repeated rather than merely inspected, are the derived files behind every ONGC number in this paper (all paths relative to results/tables/): the degradation health-indicator series in ongc_health_ indicator.csv, a single baseline-standardized scalar per 10 s timestamp aggregated over all four channels, with the run-level split, onset and failure markers in ongc_ onset_markers.csv—the published onset of 2023-1113 03:44 is recomputable from these two files alone, with no proprietary input, and the repository’s test suite asserts exactly that; per-detector lead time and pre-onset false-alarm rate, together with the full post-N-20 sampling sweep (both modes × five factors × eleven detectors, 110 rows), in n20_rerun_long_ONGC.csv, with its aggregated and interval forms in benchmark_ONGC_aggregate_ n20.csv and benchmark_ONGC_leadtime_ci_ n20.csv; the per-detector ONGC median differences of Table 6 in n20_ongc_minutes.csv; the paired-test outputs in benchmark_ONGC_paired_test_n20. csv; the conformal calibration series behind Figure 4d in calibration_ONGC.csv and calibration_ ONGC_pooled.csv; and the onset reruns under the two decoupled health indicators in rg3_rerun_long_ONGC_ rms_kurt.csv and rg3_rerun_long_ONGC_pca1. csv, both of which are the pre-N-20 arm, retained as provenance for the indicator comparison; no number reported here depends on them, and the aggregate-vs-decimate contrast is taken from the post-N-20 files named above.",C005;C011;C014;C066;C123;C133,
S40.009.n01,number,03:44,03:44,Data and Code Availability,body,Data and Code Availability,"Released, so that the n = 1 case study can be repeated rather than merely inspected, are the derived files behind every ONGC number in this paper (all paths relative to results/tables/): the degradation health-indicator series in ongc_health_ indicator.csv, a single baseline-standardized scalar per 10 s timestamp aggregated over all four channels, with the run-level split, onset and failure markers in ongc_ onset_markers.csv—the published onset of 2023-1113 03:44 is recomputable from these two files alone, with no proprietary input, and the repository’s test suite asserts exactly that; per-detector lead time and pre-onset false-alarm rate, together with the full post-N-20 sampling sweep (both modes × five factors × eleven detectors, 110 rows), in n20_rerun_long_ONGC.csv, with its aggregated and interval forms in benchmark_ONGC_aggregate_ n20.csv and benchmark_ONGC_leadtime_ci_ n20.csv; the per-detector ONGC median differences of Table 6 in n20_ongc_minutes.csv; the paired-test outputs in benchmark_ONGC_paired_test_n20. csv; the conformal calibration series behind Figure 4d in calibration_ONGC.csv and calibration_ ONGC_pooled.csv; and the onset reruns under the two decoupled health indicators in rg3_rerun_long_ONGC_ rms_kurt.csv and rg3_rerun_long_ONGC_pca1. csv, both of which are the pre-N-20 arm, retained as provenance for the indicator comparison; no number reported here depends on them, and the aggregate-vs-decimate contrast is taken from the post-N-20 files named above.",,
S40.009.n02,number,1,1,Data and Code Availability,body,Data and Code Availability,"Released, so that the n = 1 case study can be repeated rather than merely inspected, are the derived files behind every ONGC number in this paper (all paths relative to results/tables/): the degradation health-indicator series in ongc_health_ indicator.csv, a single baseline-standardized scalar per 10 s timestamp aggregated over all four channels, with the run-level split, onset and failure markers in ongc_ onset_markers.csv—the published onset of 2023-1113 03:44 is recomputable from these two files alone, with no proprietary input, and the repository’s test suite asserts exactly that; per-detector lead time and pre-onset false-alarm rate, together with the full post-N-20 sampling sweep (both modes × five factors × eleven detectors, 110 rows), in n20_rerun_long_ONGC.csv, with its aggregated and interval forms in benchmark_ONGC_aggregate_ n20.csv and benchmark_ONGC_leadtime_ci_ n20.csv; the per-detector ONGC median differences of Table 6 in n20_ongc_minutes.csv; the paired-test outputs in benchmark_ONGC_paired_test_n20. csv; the conformal calibration series behind Figure 4d in calibration_ONGC.csv and calibration_ ONGC_pooled.csv; and the onset reruns under the two decoupled health indicators in rg3_rerun_long_ONGC_ rms_kurt.csv and rg3_rerun_long_ONGC_pca1. csv, both of which are the pre-N-20 arm, retained as provenance for the indicator comparison; no number reported here depends on them, and the aggregate-vs-decimate contrast is taken from the post-N-20 files named above.",,
S40.009.n03,number,10,10,Data and Code Availability,body,Data and Code Availability,"Released, so that the n = 1 case study can be repeated rather than merely inspected, are the derived files behind every ONGC number in this paper (all paths relative to results/tables/): the degradation health-indicator series in ongc_health_ indicator.csv, a single baseline-standardized scalar per 10 s timestamp aggregated over all four channels, with the run-level split, onset and failure markers in ongc_ onset_markers.csv—the published onset of 2023-1113 03:44 is recomputable from these two files alone, with no proprietary input, and the repository’s test suite asserts exactly that; per-detector lead time and pre-onset false-alarm rate, together with the full post-N-20 sampling sweep (both modes × five factors × eleven detectors, 110 rows), in n20_rerun_long_ONGC.csv, with its aggregated and interval forms in benchmark_ONGC_aggregate_ n20.csv and benchmark_ONGC_leadtime_ci_ n20.csv; the per-detector ONGC median differences of Table 6 in n20_ongc_minutes.csv; the paired-test outputs in benchmark_ONGC_paired_test_n20. csv; the conformal calibration series behind Figure 4d in calibration_ONGC.csv and calibration_ ONGC_pooled.csv; and the onset reruns under the two decoupled health indicators in rg3_rerun_long_ONGC_ rms_kurt.csv and rg3_rerun_long_ONGC_pca1. csv, both of which are the pre-N-20 arm, retained as provenance for the indicator comparison; no number reported here depends on them, and the aggregate-vs-decimate contrast is taken from the post-N-20 files named above.",,
S40.009.n04,number,2023,2023,Data and Code Availability,body,Data and Code Availability,"Released, so that the n = 1 case study can be repeated rather than merely inspected, are the derived files behind every ONGC number in this paper (all paths relative to results/tables/): the degradation health-indicator series in ongc_health_ indicator.csv, a single baseline-standardized scalar per 10 s timestamp aggregated over all four channels, with the run-level split, onset and failure markers in ongc_ onset_markers.csv—the published onset of 2023-1113 03:44 is recomputable from these two files alone, with no proprietary input, and the repository’s test suite asserts exactly that; per-detector lead time and pre-onset false-alarm rate, together with the full post-N-20 sampling sweep (both modes × five factors × eleven detectors, 110 rows), in n20_rerun_long_ONGC.csv, with its aggregated and interval forms in benchmark_ONGC_aggregate_ n20.csv and benchmark_ONGC_leadtime_ci_ n20.csv; the per-detector ONGC median differences of Table 6 in n20_ongc_minutes.csv; the paired-test outputs in benchmark_ONGC_paired_test_n20. csv; the conformal calibration series behind Figure 4d in calibration_ONGC.csv and calibration_ ONGC_pooled.csv; and the onset reruns under the two decoupled health indicators in rg3_rerun_long_ONGC_ rms_kurt.csv and rg3_rerun_long_ONGC_pca1. csv, both of which are the pre-N-20 arm, retained as provenance for the indicator comparison; no number reported here depends on them, and the aggregate-vs-decimate contrast is taken from the post-N-20 files named above.",,
S40.009.n05,number,1113,1113,Data and Code Availability,body,Data and Code Availability,"Released, so that the n = 1 case study can be repeated rather than merely inspected, are the derived files behind every ONGC number in this paper (all paths relative to results/tables/): the degradation health-indicator series in ongc_health_ indicator.csv, a single baseline-standardized scalar per 10 s timestamp aggregated over all four channels, with the run-level split, onset and failure markers in ongc_ onset_markers.csv—the published onset of 2023-1113 03:44 is recomputable from these two files alone, with no proprietary input, and the repository’s test suite asserts exactly that; per-detector lead time and pre-onset false-alarm rate, together with the full post-N-20 sampling sweep (both modes × five factors × eleven detectors, 110 rows), in n20_rerun_long_ONGC.csv, with its aggregated and interval forms in benchmark_ONGC_aggregate_ n20.csv and benchmark_ONGC_leadtime_ci_ n20.csv; the per-detector ONGC median differences of Table 6 in n20_ongc_minutes.csv; the paired-test outputs in benchmark_ONGC_paired_test_n20. csv; the conformal calibration series behind Figure 4d in calibration_ONGC.csv and calibration_ ONGC_pooled.csv; and the onset reruns under the two decoupled health indicators in rg3_rerun_long_ONGC_ rms_kurt.csv and rg3_rerun_long_ONGC_pca1. csv, both of which are the pre-N-20 arm, retained as provenance for the indicator comparison; no number reported here depends on them, and the aggregate-vs-decimate contrast is taken from the post-N-20 files named above.",,
